CÓDIGO DO PROCEDIMENTO NO SIGTAP;PROCEDIMENTO CIRÚRGICO;QUANTIDADE DE SOLICITAÇÕES NA FILA ATÉ DIA 31/12/22;Redução do Tamanho da Fila (%);Prazo para reduzir o % proposto (em meses);Qtde de cirurgias a serem feitas no prazo pactuado;SQ (CODIGO Interno;UF;STATUS
409010200;NEFRECTOMIA PARCIAL;23;0.391304347826087;12;9;100105;CEARA;APROVADO
409010219;NEFRECTOMIA TOTAL;115;0.373913043478261;12;44;100106;CEARA;APROVADO
409010227;NEFROLITOTOMIA;156;0.416666666666667;12;66;100107;CEARA;APROVADO
409010235;NEFROLITOTOMIA PERCUTANEA;837;0.396654719235364;12;332;100108;CEARA;APROVADO
409010294;NEFROSTOMIA PERCUTANEA;23;0.347826086956522;12;9;100109;CEARA;APROVADO
409010316;PIELOLITOTOMIA;38;0.394736842105263;12;15;100110;CEARA;APROVADO
409010324;PIELOPLASTIA;123;0.398373983739837;12;49;100111;CEARA;APROVADO
409010367;RESSECCAO DO COLO VESICAL / TUMOR VESICAL A CEU ABERTO;38;0.394736842105263;12;15;100112;CEARA;APROVADO
409010383;RESSECCAO ENDOSCOPICA DE LESAO VESICAL;46;0.391304347826087;12;18;100113;CEARA;APROVADO
409010413;TRATAMENTO CIRURGICO DE BEXIGA NEUROGENICA;37;0.378378378378378;12;14;100114;CEARA;APROVADO
409010430;TRATAMENTO CIRURGICO DE CISTOCELE;50;0.4;12;20;100115;CEARA;APROVADO
409010502;TRATAMENTO CIRURGICO DE REFLUXO VESICO-URETERAL;29;0.379310344827586;12;11;100116;CEARA;APROVADO
409010510;TRATAMENTO CIRURGICO DE URETEROCELE;18;0.388888888888889;12;8;100117;CEARA;APROVADO
409010561;URETEROLITOTOMIA;352;0.460227272727273;12;163;100118;CEARA;APROVADO
409010570;URETEROPLASTIA;28;0.392857142857143;12;12;100119;CEARA;APROVADO
409010596;URETEROLITOTRIPSIA TRANSURETEROSCÓPICA;57;0.368421052631579;12;22;100120;CEARA;APROVADO
409020079;MEATOTOMIA SIMPLES;40;0.4;12;16;100121;CEARA;APROVADO
409020109;RESSECCAO E FECHAMENTO DE FISTULA URETRAL;36;0.388888888888889;12;15;100122;CEARA;APROVADO
409020133;URETROPLASTIA AUTOGENA;77;0.38961038961039;12;31;100123;CEARA;APROVADO
409020176;URETROTOMIA INTERNA;140;0.421428571428571;12;59;100124;CEARA;APROVADO
409030023;PROSTATECTOMIA SUPRAPÚBICA;311;0.411575562700965;12;129;100125;CEARA;APROVADO
409030031;PROSTATOVESICULECTOMIA RADICAL;25;0.36;12;9;100126;CEARA;APROVADO
409030040;RESSECCAO ENDOSCOPICA DE PROSTATA;925;0.433513513513514;12;402;100127;CEARA;APROVADO
409040126;ORQUIDOPEXIA BILATERAL;74;0.391891891891892;12;30;100128;CEARA;APROVADO
409040134;ORQUIDOPEXIA UNILATERAL;510;0.401960784313726;12;206;100129;CEARA;APROVADO
409040142;ORQUIECTOMIA SUBCAPSULAR BILATERAL;35;0.4;12;14;100130;CEARA;APROVADO
409040169;ORQUIECTOMIA UNILATERAL;19;0.368421052631579;12;8;100131;CEARA;APROVADO
409040231;TRATAMENTO CIRURGICO DE VARICOCELE;116;0.396551724137931;12;46;100132;CEARA;APROVADO
409050032;CORRECAO DE HIPOSPADIA (1O TEMPO);414;0.222222222222222;12;92;100133;CEARA;APROVADO
409050083;POSTECTOMIA;819;0.43956043956044;12;361;100134;CEARA;APROVADO
409060100;HISTERECTOMIA (POR VIA VAGINAL);389;0.457583547557841;12;179;100135;CEARA;APROVADO
409060119;HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL);240;0.4875;12;117;100136;CEARA;APROVADO
409060135;HISTERECTOMIA TOTAL;1737;0.488773747841105;12;849;100137;CEARA;APROVADO
409060178;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;202;0.391089108910891;12;79;100138;CEARA;APROVADO
409060216;OOFORECTOMIA / OOFOROPLASTIA;280;0.482142857142857;12;135;100139;CEARA;APROVADO
409070050;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;620;0.519354838709677;12;322;100140;CEARA;APROVADO
409070270;TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL;152;0.434210526315789;12;66;100141;CEARA;APROVADO
405030177;VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO/ÓLEO DE SILICONE/ENDOLASER;282;0.93;12;263;100001;DISTRITO FEDERAL;APROVADO
405030142;VITRECTOMIA POSTERIOR;387;1.0;12;387;100002;DISTRITO FEDERAL;APROVADO
405050372;FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;8;1.0;12;8;100003;DISTRITO FEDERAL;APROVADO
405020015;CORRECAO CIRURGICA DE ESTRABISMO (ACIMA DE 2 MUSCULOS);193;0.29;12;56;100004;DISTRITO FEDERAL;APROVADO
405030070;RETINOPEXIA C/ INTROFLEXAO ESCLERAL;3;1.0;12;3;100005;DISTRITO FEDERAL;APROVADO
405020023;CORRECAO CIRURGICA DO ESTRABISMO (ATE 2 MUSCULOS);113;0.45;12;51;100006;DISTRITO FEDERAL;APROVADO
409030040;RESSECCAO ENDOSCOPICA DE PROSTATA;127;1.0;12;127;100007;DISTRITO FEDERAL;APROVADO
409010189;LITOTRIPSIA;120;0.67;12;81;100008;DISTRITO FEDERAL;APROVADO
409040240;VASECTOMIA;89;1.0;12;89;100009;DISTRITO FEDERAL;APROVADO
402010043;TIREOIDECTOMIA TOTAL;327;0.305;12;100;100010;DISTRITO FEDERAL;APROVADO
409060135;HISTERECTOMIA TOTAL;130;1.0;12;130;100011;DISTRITO FEDERAL;APROVADO
407030026;COLECISTECTOMIA;110;1.0;12;110;100012;DISTRITO FEDERAL;APROVADO
407030034;COLECISTECTOMIA VIDEOLAPAROSCOPICA;81;1.0;12;81;100013;DISTRITO FEDERAL;APROVADO
407040102;HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL);101;1.0;12;101;100014;DISTRITO FEDERAL;APROVADO
407040099;HERNIOPLASTIA INGUINAL (BILATERAL);67;1.0;12;67;100015;DISTRITO FEDERAL;APROVADO
407040129;HERNIOPLASTIA UMBILICAL;85;1.0;12;85;100016;DISTRITO FEDERAL;APROVADO
404010032;AMIGDALECTOMIA C/ ADENOIDECTOMIA;2033;0.246;12;501;100017;DISTRITO FEDERAL;APROVADO
404010482;SEPTOPLASTIA PARA CORREÇÃO DE DESVIO;1088;0.184;12;201;100018;DISTRITO FEDERAL;APROVADO
406020566;TRATAMENTO CIRURGICO DE VARIZES (BILATERAL);1731;0.1156;12;201;100019;DISTRITO FEDERAL;APROVADO
407020276;FISTULECTOMIA / FISTULOTOMIA ANAL;108;1.0;12;108;100020;DISTRITO FEDERAL;APROVADO
407020284;HEMORROIDECTOMIA;99;1.0;12;99;100021;DISTRITO FEDERAL;APROVADO
408060379;RETIRADA DE PLACA E/OU PARAFUSOS;55;1.0;12;55;100022;DISTRITO FEDERAL;APROVADO
408060212;RESSECÇÃO DE CISTO SINOVIAL;31;1.0;12;31;100023;DISTRITO FEDERAL;APROVADO
408060476;TENOPLASTIA OU ENXERTO DE TENDÃO UNICO;5;1.0;12;5;100024;DISTRITO FEDERAL;APROVADO
408060352;RETIRADA DE FIO OU PINO INTRA-ÓSSEO;21;1.0;12;21;100025;DISTRITO FEDERAL;APROVADO
408050446;TRATAMENTO CIRURGICO DE COALIZAO TARSAL;7;1.0;12;7;100026;DISTRITO FEDERAL;APROVADO
408060310;RESSECÇÃO SIMPLES DE TUMOR ÓSSEO / DE PARTES MOLES;58;1.0;12;58;100027;DISTRITO FEDERAL;APROVADO
408050160;RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR);200;0.38;12;76;100028;DISTRITO FEDERAL;APROVADO
408010142;REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS);250;1.0;12;250;100029;DISTRITO FEDERAL;APROVADO
408060441;TENÓLISE;2;1.0;12;2;100030;DISTRITO FEDERAL;APROVADO
408060360;RETIRADA DE FIXADOR EXTERNO;1;1.0;12;1;100031;DISTRITO FEDERAL;APROVADO
408060352;RETIRADA DE FIO OU PINO INTRA-ÓSSEO;119;1.0;10 meses;119;100001;ESPIRITO SANTO;APROVADO
408050896;TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL;166;1.0;10 meses;166;100002;ESPIRITO SANTO;APROVADO
407040102;HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL);384;1.0;10 meses;384;100003;ESPIRITO SANTO;APROVADO
407040129;HERNIOPLASTIA UMBILICAL;266;1.0;10 meses;266;100004;ESPIRITO SANTO;APROVADO
407030026;COLECISTECTOMIA;233;1.0;10 meses;233;100005;ESPIRITO SANTO;APROVADO
407040080;HERNIOPLASTIA INCISIONAL;196;1.0;10 meses;196;100006;ESPIRITO SANTO;APROVADO
407040099;HERNIOPLASTIA INGUINAL (BILATERAL);99;1.0;10 meses;99;100007;ESPIRITO SANTO;APROVADO
407020284;HEMORROIDECTOMIA;84;1.0;10 meses;84;100008;ESPIRITO SANTO;APROVADO
409060135;HISTERECTOMIA TOTAL;267;1.0;10 meses;267;100009;ESPIRITO SANTO;APROVADO
409050083;POSTECTOMIA;248;1.0;10 meses;248;100010;ESPIRITO SANTO;APROVADO
409040240;VASECTOMIA;175;1.0;10 meses;175;100011;ESPIRITO SANTO;APROVADO
409030040;RESSECCAO ENDOSCOPICA DE PROSTATA;161;1.0;10 meses;161;100012;ESPIRITO SANTO;APROVADO
409060046;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;142;1.0;10 meses;142;100013;ESPIRITO SANTO;APROVADO
406020566;TRATAMENTO CIRURGICO DE VARIZES (BILATERAL);769;1.0;10 meses;769;100014;ESPIRITO SANTO;APROVADO
405050020;CAPSULOTOMIA A YAG LASER;3424;0.64;10 meses;2192;100015;ESPIRITO SANTO;APROVADO
405050372;FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;4621;0.65;10 meses;3004;100016;ESPIRITO SANTO;APROVADO
405030142;VITRECTOMIA POSTERIOR;144;0.0;;0;100017;ESPIRITO SANTO;APROVADO
405030177;VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO/ÓLEO DE SILICONE/ENDOLASER;621;0.53;10 meses;330;100018;ESPIRITO SANTO;APROVADO
405010036;DACRIOCISTORRINOSTOMIA;50;0.62;10 meses;31;100019;ESPIRITO SANTO;APROVADO
405020023;CORRECAO CIRURGICA DO ESTRABISMO (ATE 2 MUSCULOS);284;0.53;10 meses;151;100020;ESPIRITO SANTO;APROVADO
413040054;DERMOLIPECTOMIA ABDOMINAL POS-CIRURGIA BARIATRICA;23;0.0;;0;100021;ESPIRITO SANTO;APROVADO
416120059;SEGMENTECTOMIA/QUADRANTECTOMIA/SETORECTOMIA DE MAMA EM ONCOLOGIA;41;0.97;10 meses;40;100022;ESPIRITO SANTO;APROVADO
412010046;COLOCACAO DE PROTESE LARINGO TRAQUEAL/ TRAQUEO-BRONQUICA (INCLUI PRÓTESE);102;1.0;10 meses;102;100023;ESPIRITO SANTO;APROVADO
404010520;SEPTOPLASTIA REPARADORA NÂO ESTÉTICA;68;1.0;10 meses;68;100024;ESPIRITO SANTO;APROVADO
404010229;MASTOIDECTOMIA SUBTOTAL;67;1.0;10 meses;67;100025;ESPIRITO SANTO;APROVADO
404010032;AMIGDALECTOMIA C/ ADENOIDECTOMIA;53;1.0;10 meses;53;100026;ESPIRITO SANTO;APROVADO
416010121;PROSTATECTOMIA EM ONCOLOGIA;223;0.18;10 meses;41;100027;ESPIRITO SANTO;APROVADO
416120040;RESSECÇÃO DE LESÃO NÃO PALPÁVEL DE MAMA COM MARCAÇÃO EM ONCOLOGIA (POR MAMA);89;0.56;10 meses;50;100028;ESPIRITO SANTO;APROVADO
416080030;EXCISÃO E SUTURA COM PLASTICA EM Z NA PELE EM ONCOLOGIA;70;0.71;10 meses;50;100029;ESPIRITO SANTO;APROVADO
407030034;COLECISTECTOMIA VIDEOLAPAROSCOPICA;985;0.0;;0;100030;ESPIRITO SANTO;APROVADO
408050063;ARTROPLASTIA TOTAL PRIMARIA DO JOELHO;588;0.0;;0;100031;ESPIRITO SANTO;APROVADO
408010142;REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS);454;0.0;;0;100032;ESPIRITO SANTO;APROVADO
408040092;ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NÃO CIMENTADA / HÍBRIDA;377;0.0;;0;100033;ESPIRITO SANTO;APROVADO
409010235;NEFROLITOTOMIA PERCUTANEA;217;0.0;;0;100034;ESPIRITO SANTO;APROVADO
416040284;IMPLANTAÇÃO ENDOSCÓPICA DE STENT ESOFÁGICO;1;0.0;;0;100035;ESPIRITO SANTO;APROVADO
416060021;ANEXECTOMIA UNI / BILATERAL EM ONCOLOGIA;1;0.0;;0;100036;ESPIRITO SANTO;APROVADO
416060030;COLPECTOMIA EM ONCOLOGIA;1;0.0;;0;100037;ESPIRITO SANTO;APROVADO
416080111;RECONSTRUÇÃO COM RETALHO OSTEOMIOCUTÂNEO EM ONCOLOGIA;1;0.0;;0;100038;ESPIRITO SANTO;APROVADO
416090010;AMPUTAÇÃO / DESARTICULAÇÃO DE MEMBROS INFERIORES EM ONCOLOGIA;1;0.0;;0;100039;ESPIRITO SANTO;APROVADO
416110037;TORACECTOMIA COMPLEXA EM ONCOLOGIA;1;0.0;;0;100040;ESPIRITO SANTO;APROVADO
416110070;RESSECÇAO PULMONAR EM CUNHA EM ONCOLOGIA;1;0.0;;0;100041;ESPIRITO SANTO;APROVADO
406020574;TRATAMENTO CIRÚRGICO DE VARIZES (UNILATERAL);181;0.0;;0;100042;ESPIRITO SANTO;APROVADO
406010692;IMPLANTE DE PRÓTESE VALVAR;147;0.0;;0;100043;ESPIRITO SANTO;APROVADO
416040217;GASTRECTOMIA PARCIAL EM ONCOLOGIA;1;0.0;;0;100044;ESPIRITO SANTO;APROVADO
416040225;METASTASECTOMIA HEPÁTICA EM ONCOLOGIA;1;0.0;;0;100045;ESPIRITO SANTO;APROVADO
416040276;RESSECÇÃO ALARGADA DE TUMOR DE INTESTINO EM ONCOLOGIA;1;0.0;;0;100046;ESPIRITO SANTO;APROVADO
406030030;ANGIOPLASTIA CORONARIANA COM IMPLANTE DE STENT;137;0.0;;0;100047;ESPIRITO SANTO;APROVADO
408050160;RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR);128;0.0;;0;100048;ESPIRITO SANTO;APROVADO
406050074;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE FIBRILAÇÃO ATRIAL);125;0.0;;0;100049;ESPIRITO SANTO;APROVADO
416030351;RESSECÇÃO DE LESÃO MALIGNA DE MUCOSA BUCAL EM ONCOLOGIA;1;0.0;;0;100050;ESPIRITO SANTO;APROVADO
408040076;ARTROPLASTIA DE REVISÃO OU RECONSTRUÇÃO DO QUADRIL;121;0.0;;0;100051;ESPIRITO SANTO;APROVADO
407010173;GASTROPLASTIA C/ DERIVACAO INTESTINAL;109;0.0;;0;100052;ESPIRITO SANTO;APROVADO
409010596;URETEROLITOTRIPSIA TRANSURETEROSCÓPICA;108;0.0;;0;100053;ESPIRITO SANTO;APROVADO
406020078;IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL);99;0.0;;0;100054;ESPIRITO SANTO;APROVADO
409030023;PROSTATECTOMIA SUPRAPÚBICA;99;0.0;;0;100055;ESPIRITO SANTO;APROVADO
404010482;SEPTOPLASTIA PARA CORREÇÃO DE DESVIO;97;0.0;;0;100056;ESPIRITO SANTO;APROVADO
406010935;REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA (C/ 2 OU MAIS ENXERTOS);93;0.0;;0;100057;ESPIRITO SANTO;APROVADO
409020176;URETROTOMIA INTERNA;88;0.0;;0;100060;ESPIRITO SANTO;APROVADO
409060100;HISTERECTOMIA (POR VIA VAGINAL);88;0.0;;0;100061;ESPIRITO SANTO;APROVADO
407040161;LAPAROTOMIA EXPLORADORA;84;0.0;;0;100062;ESPIRITO SANTO;APROVADO
409070270;TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL;83;0.0;;0;100063;ESPIRITO SANTO;APROVADO
416030297;TRAQUEOSTOMIA TRANSTUMORAL EM ONCOLOGIA;1;0.0;;0;100064;ESPIRITO SANTO;APROVADO
409010065;CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA;81;0.0;;0;100065;ESPIRITO SANTO;APROVADO
407020276;FISTULECTOMIA / FISTULOTOMIA ANAL;80;0.0;;0;100066;ESPIRITO SANTO;APROVADO
408050055;ARTROPLASTIA TOTAL DE JOELHO - REVISAO / RECONSTRUCAO;80;0.0;;0;100067;ESPIRITO SANTO;APROVADO
412010038;COLOCAÇÃO DE PROTESE LARINGO-TRAQUEAL, TRAQUEAL, TRAQUEO-BRONQUICA, BRONQUICA POR VIA ENDOSCOPICA (INCLUI PROTESE);77;0.0;;0;100068;ESPIRITO SANTO;APROVADO
406030022;ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS;75;0.0;;0;100069;ESPIRITO SANTO;APROVADO
409060178;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;74;0.0;;0;100070;ESPIRITO SANTO;APROVADO
408060190;OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ;72;0.0;;0;100071;ESPIRITO SANTO;APROVADO
409070050;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;69;0.0;;0;100072;ESPIRITO SANTO;APROVADO
416030165;RESSECÇÃO TOTAL DE LÁBIO E RECONSTRUÇÃO COM RETALHO MIOCUTÂNEO EM ONCOLOGIA;1;0.0;;0;100073;ESPIRITO SANTO;APROVADO
408060379;RETIRADA DE PLACA E/OU PARAFUSOS;66;0.0;;0;100074;ESPIRITO SANTO;APROVADO
404020658;TRATAMENTO CIRÚRGICO DE OSTEOMA, ODONTOMA /OUTRAS LESÕES ESPECIFICADAS;63;0.0;;0;100075;ESPIRITO SANTO;APROVADO
410010111;SETORECTOMIA / QUADRANTECTOMIA;59;0.0;;0;100076;ESPIRITO SANTO;APROVADO
408040084;ARTROPLASTIA TOTAL PRIMÁRIA DO QUADRIL CIMENTADA;59;0.0;;0;100077;ESPIRITO SANTO;APROVADO
407040170;LAPAROTOMIA VIDEOLAPAROSCOPICA PARA DRENAGEM E/OU BIOPSIA;58;0.0;;0;100078;ESPIRITO SANTO;APROVADO
409010219;NEFRECTOMIA TOTAL;57;0.0;;0;100079;ESPIRITO SANTO;APROVADO
408060310;RESSECÇÃO SIMPLES DE TUMOR ÓSSEO / DE PARTES MOLES;57;0.0;;0;100080;ESPIRITO SANTO;APROVADO
409060216;OOFORECTOMIA / OOFOROPLASTIA;56;0.0;;0;100081;ESPIRITO SANTO;APROVADO
414020413;TRATAMENTO ODONTOLOGICO PARA PACIENTES COM NECESSIDADES ESPECIAIS;56;0.0;;0;100082;ESPIRITO SANTO;APROVADO
407040064;HERNIOPLASTIA EPIGASTRICA;52;0.0;;0;100083;ESPIRITO SANTO;APROVADO
409040134;ORQUIDOPEXIA UNILATERAL;47;0.0;;0;100084;ESPIRITO SANTO;APROVADO
409040215;TRATAMENTO CIRURGICO DE HIDROCELE;46;0.0;;0;100085;ESPIRITO SANTO;APROVADO
408060441;TENÓLISE;44;0.0;;0;100086;ESPIRITO SANTO;APROVADO
409060119;HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL);43;0.0;;0;100087;ESPIRITO SANTO;APROVADO
404010210;MASTOIDECTOMIA RADICAL;43;0.0;;0;100088;ESPIRITO SANTO;APROVADO
404010350;TIMPANOPLASTIA (UNI / BILATERAL);40;0.0;;0;100089;ESPIRITO SANTO;APROVADO
407020241;FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO);40;0.0;;0;100090;ESPIRITO SANTO;APROVADO
410010090;PLASTICA MAMARIA RECONSTRUTIVA - POS MASTECTOMIA C/ IMPLANTE DE PROTESE;40;0.0;;0;100091;ESPIRITO SANTO;APROVADO
406040060;ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (COM STENT NÃO RECOBERTO);39;0.0;;0;100092;ESPIRITO SANTO;APROVADO
406050031;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DE TAQUICARDIA ATRIAL DIREITA);38;0.0;;0;100093;ESPIRITO SANTO;APROVADO
409020133;URETROPLASTIA AUTOGENA;38;0.0;;0;100094;ESPIRITO SANTO;APROVADO
407020225;EXCISAO DE LESAO / TUMOR ANU-RETAL;38;0.0;;0;100095;ESPIRITO SANTO;APROVADO
408010215;TRATAMENTO CIRURGICO DE LUXACAO RECIDIVANTE / HABITUAL DE ARTICULACAO ESCAPULO-UMERAL;37;0.0;;0;100096;ESPIRITO SANTO;APROVADO
408060212;RESSECÇÃO DE CISTO SINOVIAL;36;0.0;;0;100097;ESPIRITO SANTO;APROVADO
407010297;TRATAMENTO CIRURGICO DE REFLUXO GASTROESOFAGICO;35;0.0;;0;100098;ESPIRITO SANTO;APROVADO
409060186;LAQUEADURA TUBARIA;35;0.0;;0;100099;ESPIRITO SANTO;APROVADO
409060038;EXCISÃO TIPO 3 DO COLO UTERINO;34;0.0;;0;100100;ESPIRITO SANTO;APROVADO
406040095;ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOÇO OU TRONCOS SUPRA-AÓRTICOS (COM STENT NÃO RECOBERTO);33;0.0;;0;100101;ESPIRITO SANTO;APROVADO
406010536;FECHAMENTO DE COMUNICAÇÃO INTERATRIAL;32;0.0;;0;100102;ESPIRITO SANTO;APROVADO
406040052;ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT);31;0.0;;0;100103;ESPIRITO SANTO;APROVADO
408030267;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR UM NÍVEL;31;0.0;;0;100104;ESPIRITO SANTO;APROVADO
408060140;FASCIECTOMIA;31;0.0;;0;100105;ESPIRITO SANTO;APROVADO
409010383;RESSECCAO ENDOSCOPICA DE LESAO VESICAL;31;0.0;;0;100106;ESPIRITO SANTO;APROVADO
409010170;INSTALACAO ENDOSCOPICA DE CATETER DUPLO J;30;0.0;;0;100107;ESPIRITO SANTO;APROVADO
404020771;RESSECÇÃO DE LESÃO DA BOCA;28;0.0;;0;100108;ESPIRITO SANTO;APROVADO
408030399;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NÍVEL);27;0.0;;0;100109;ESPIRITO SANTO;APROVADO
406050120;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA VENTRICULAR SUSTENTADA COM CARDIOPATIA ESTRUTURAL);26;0.0;;0;100110;ESPIRITO SANTO;APROVADO
408010037;ARTROPLASTIA ESCAPULO-UMERAL (NÃO CONVENCIONAL);26;0.0;;0;100111;ESPIRITO SANTO;APROVADO
416010210;NEFRECTOMIA PARCIAL EM ONCOLOGIA;26;0.0;;0;100112;ESPIRITO SANTO;APROVADO
416080081;RECONSTRUÇÃO COM RETALHO MIOCUTÂNEO (QUALQUER PARTE) EM ONCOLOGIA;26;0.0;;0;100113;ESPIRITO SANTO;APROVADO
404010113;EXERESE DE PAPILOMA EM LARINGE;24;0.0;;0;100114;ESPIRITO SANTO;APROVADO
404010326;SINUSOTOMIA BILATERAL;24;0.0;;0;100115;ESPIRITO SANTO;APROVADO
408030291;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, DOIS NÍVEIS,;24;0.0;;0;100116;ESPIRITO SANTO;APROVADO
407010220;GASTROSTOMIA VIDEOLAPAROSCOPICA;23;0.0;;0;100117;ESPIRITO SANTO;APROVADO
407040110;HERNIOPLASTIA RECIDIVANTE;23;0.0;;0;100118;ESPIRITO SANTO;APROVADO
408060050;ARTRODESE DE PEQUENAS ARTICULAÇÕES;23;0.0;;0;100119;ESPIRITO SANTO;APROVADO
409040142;ORQUIECTOMIA SUBCAPSULAR BILATERAL;23;0.0;;0;100120;ESPIRITO SANTO;APROVADO
416010075;NEFRECTOMIA TOTAL EM ONCOLOGIA;23;0.0;;0;100121;ESPIRITO SANTO;APROVADO
406010820;PLÁSTICA VALVAR E/OU TROCA VALVAR MÚLTIPLA;22;0.0;;0;100122;ESPIRITO SANTO;APROVADO
406020370;PONTE-TROMBOENDARTERECTOMIA DE CARÓTIDA;22;0.0;;0;100123;ESPIRITO SANTO;APROVADO
406050023;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DE FLUTTER ATRIAL);22;0.0;;0;100124;ESPIRITO SANTO;APROVADO
410010073;PLASTICA MAMARIA FEMININA NAO ESTETICA;22;0.0;;0;100125;ESPIRITO SANTO;APROVADO
416010172;RESSECÇÃO ENDOSCÓPICA DE TUMOR VESICAL EM ONCOLOGIA;22;0.0;;0;100126;ESPIRITO SANTO;APROVADO
416090109;RESSECÇÃO DE TUMOR ÓSSEO COM SUBSTITUIÇÃO (ENDOPRÓTESE) OU COM RECONSTRUÇÃO E FIXAÇÃO EM ONCOLOGIA;22;0.0;;0;100127;ESPIRITO SANTO;APROVADO
408050888;TRATAMENTO CIRÚRGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL;21;0.0;;0;100128;ESPIRITO SANTO;APROVADO
408060018;ALONGAMENTO / ENCURTAMENTO MIOTENDINOSO;21;0.0;;0;100129;ESPIRITO SANTO;APROVADO
409010324;PIELOPLASTIA;21;0.0;;0;100130;ESPIRITO SANTO;APROVADO
409060194;MIOMECTOMIA;21;0.0;;0;100131;ESPIRITO SANTO;APROVADO
407010211;GASTROSTOMIA;20;0.0;;0;100132;ESPIRITO SANTO;APROVADO
408060034;ALONGAMENTO E/OU TRANSPORTE ÓSSEO DE OSSOS LONGOS (EXCETO DA MÃO E DO PÉ);20;0.0;;0;100133;ESPIRITO SANTO;APROVADO
406050040;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DE TAQUICARDIA POR REENTRADA NODAL DE VIAS ANÔMALAS DIREITAS, DE TV IDIOPÁTICA, DE VENTRÍCULO DIREITO E VENTRÍCULO ESQUERDO).;19;0.0;;0;100134;ESPIRITO SANTO;APROVADO
408030070;ARTRODESE CERVICAL ANTERIOR DOIS NÍVEIS;19;0.0;;0;100135;ESPIRITO SANTO;APROVADO
408060182;OSTEOTOMIA DE OSSOS DA MÃO E/OU DO PÉ;19;0.0;;0;100136;ESPIRITO SANTO;APROVADO
412050102;RESSECÇÃO EM CUNHA, TUMORECTOMIA / BIOPSIA DE PULMAO A CEU ABERTO;19;0.0;;0;100137;ESPIRITO SANTO;APROVADO
408010053;ARTROPLASTIA ESCAPULO-UMERAL TOTAL;18;0.0;;0;100138;ESPIRITO SANTO;APROVADO
408030143;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL DOIS NÍVEIS;18;0.0;;0;100139;ESPIRITO SANTO;APROVADO
409010430;TRATAMENTO CIRURGICO DE CISTOCELE;18;0.0;;0;100140;ESPIRITO SANTO;APROVADO
